chinese,english,targetWords,audioSentenceFilename,audioEnglishFilename,tags,difficulty
我看见电影。,I see a movie.,电影,audio/sentences/我看见电影。.mp3,audio/sentence_meanings/I-see-a-movie.mp3,LMS;clip-pack,2
我看见放松。,I see to relax.,放松,audio/sentences/我看见放松。.mp3,audio/sentence_meanings/I-see-to-relax.mp3,LMS;clip-pack,2
我看见试。,I see to try.,试,audio/sentences/我看见试。.mp3,audio/sentence_meanings/I-see-to-try.mp3,LMS;clip-pack,2
我看见够。,I see an enough.,够,audio/sentences/我看见够。.mp3,audio/sentence_meanings/I-see-an-enough.mp3,LMS;clip-pack,2
我看见接。,I see to receive.,接,audio/sentences/我看见接。.mp3,audio/sentence_meanings/I-see-to-receive.mp3,LMS;clip-pack,2
我看见可爱。,I see a cute.,可爱,audio/sentences/我看见可爱。.mp3,audio/sentence_meanings/I-see-a-cute.mp3,LMS;clip-pack,2
我看见不管。,I see a regardless.,不管,audio/sentences/我看见不管。.mp3,audio/sentence_meanings/I-see-a-regardless.mp3,LMS;clip-pack,2
我看见不同。,I see a different.,不同,audio/sentences/我看见不同。.mp3,audio/sentence_meanings/I-see-a-different.mp3,LMS;clip-pack,2
我看见飞机。,I see an airplane.,飞机,audio/sentences/我看见飞机。.mp3,audio/sentence_meanings/I-see-an-airplane.mp3,LMS;clip-pack,2
我看见男孩。,I see a boy.,男孩,audio/sentences/我看见男孩。.mp3,audio/sentence_meanings/I-see-a-boy.mp3,LMS;clip-pack,2
我看见美元。,I see an US dollar.,美元,audio/sentences/我看见美元。.mp3,audio/sentence_meanings/I-see-an-US-dollar.mp3,LMS;clip-pack,2
我看见这边。,I see a this side.,这边,audio/sentences/我看见这边。.mp3,audio/sentence_meanings/I-see-a-this-side.mp3,LMS;clip-pack,2
我看见留下。,I see to leave behind.,留下,audio/sentences/我看见留下。.mp3,audio/sentence_meanings/I-see-to-leave-behind.mp3,LMS;clip-pack,2
我看见首。,I see a head.,首,audio/sentences/我看见首。.mp3,audio/sentence_meanings/I-see-a-head.mp3,LMS;clip-pack,2
我看见技术。,I see a technology.,技术,audio/sentences/我看见技术。.mp3,audio/sentence_meanings/I-see-a-technology.mp3,LMS;clip-pack,2
我看见点儿。,I see a little.,点儿,audio/sentences/我看见点儿。.mp3,audio/sentence_meanings/I-see-a-little.mp3,LMS;clip-pack,2
我看见大学。,I see an university.,大学,audio/sentences/我看见大学。.mp3,audio/sentence_meanings/I-see-an-university.mp3,LMS;clip-pack,2
我看见放弃。,I see to give up.,放弃,audio/sentences/我看见放弃。.mp3,audio/sentence_meanings/I-see-to-give-up.mp3,LMS;clip-pack,2
我看见怎么办。,I see a what to do.,怎么办,audio/sentences/我看见怎么办。.mp3,audio/sentence_meanings/I-see-a-what-to-do.mp3,LMS;clip-pack,2
我看见小孩。,I see a child.,小孩,audio/sentences/我看见小孩。.mp3,audio/sentence_meanings/I-see-a-child.mp3,LMS;clip-pack,2
我看见星期。,I see a week.,星期,audio/sentences/我看见星期。.mp3,audio/sentence_meanings/I-see-a-week.mp3,LMS;clip-pack,2
我看见生日。,I see a birthday.,生日,audio/sentences/我看见生日。.mp3,audio/sentence_meanings/I-see-a-birthday.mp3,LMS;clip-pack,2
我看见手机。,I see a cell phone.,手机,audio/sentences/我看见手机。.mp3,audio/sentence_meanings/I-see-a-cell-phone.mp3,LMS;clip-pack,2
我看见记住。,I see to remember.,记住,audio/sentences/我看见记住。.mp3,audio/sentence_meanings/I-see-to-remember.mp3,LMS;clip-pack,2
我看见杀人。,I see to kill someone.,杀人,audio/sentences/我看见杀人。.mp3,audio/sentence_meanings/I-see-to-kill-someone.mp3,LMS;clip-pack,2
我看见什么样。,I see a what kind.,什么样,audio/sentences/我看见什么样。.mp3,audio/sentence_meanings/I-see-a-what-kind.mp3,LMS;clip-pack,2
我看见部分。,I see a part.,部分,audio/sentences/我看见部分。.mp3,audio/sentence_meanings/I-see-a-part.mp3,LMS;clip-pack,2
我看见人生。,I see a life.,人生,audio/sentences/我看见人生。.mp3,audio/sentence_meanings/I-see-a-life.mp3,LMS;clip-pack,2
我看见冰。,I see an ice.,冰,audio/sentences/我看见冰。.mp3,audio/sentence_meanings/I-see-an-ice.mp3,LMS;clip-pack,2
我看见声。,I see a sound.,声,audio/sentences/我看见声。.mp3,audio/sentence_meanings/I-see-a-sound.mp3,LMS;clip-pack,2
我看见一半。,I see a half.,一半,audio/sentences/我看见一半。.mp3,audio/sentence_meanings/I-see-a-half.mp3,LMS;clip-pack,2
我看见脱。,I see to take off.,脱,audio/sentences/我看见脱。.mp3,audio/sentence_meanings/I-see-to-take-off.mp3,LMS;clip-pack,2
我看见明星。,I see a celebrity.,明星,audio/sentences/我看见明星。.mp3,audio/sentence_meanings/I-see-a-celebrity.mp3,LMS;clip-pack,2
我看见汽车。,I see a car.,汽车,audio/sentences/我看见汽车。.mp3,audio/sentence_meanings/I-see-a-car.mp3,LMS;clip-pack,2
我看见方法。,I see a method.,方法,audio/sentences/我看见方法。.mp3,audio/sentence_meanings/I-see-a-method.mp3,LMS;clip-pack,2
我看见喝酒。,I see to drink alcohol.,喝酒,audio/sentences/我看见喝酒。.mp3,audio/sentence_meanings/I-see-to-drink-alcohol.mp3,LMS;clip-pack,2
我看见嗯。,I see an uh-huh.,嗯,audio/sentences/我看见嗯。.mp3,audio/sentence_meanings/I-see-an-uh-huh.mp3,LMS;clip-pack,2
我看见公园。,I see a park.,公园,audio/sentences/我看见公园。.mp3,audio/sentence_meanings/I-see-a-park.mp3,LMS;clip-pack,2
我看见武器。,I see a weapon.,武器,audio/sentences/我看见武器。.mp3,audio/sentence_meanings/I-see-a-weapon.mp3,LMS;clip-pack,2
我看见听听。,I see to have a listen.,听听,audio/sentences/我看见听听。.mp3,audio/sentence_meanings/I-see-to-have-a-listen.mp3,LMS;clip-pack,2
我看见比较。,I see to compare.,比较,audio/sentences/我看见比较。.mp3,audio/sentence_meanings/I-see-to-compare.mp3,LMS;clip-pack,2
